id,nft_rank,rarity score,img_url,is_one_of_one,gender,head,clothes,hands,feet,background,trait_count
1918,1888,57.33,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1918,No,Male,Long Hair,Wrestling Uniform,None,White Boots,Dojo,3
4241,1889,57.29,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4241,No,Female,Short Hair,Jacket,White Gloves,Shoes,Dojo,4
3864,1890,57.29,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3864,No,Female,Pigfalls,Wrestling Uniform,Wrestling Gloves,Long Socks,Beach,4
3856,1891,57.28,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3856,No,Female,Headband,Jacket,Bandages,Long Socks,Alley,4
5101,1892,57.28,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5101,No,Female,Headband,Jacket,Bandages,Long Socks,Alley,4
810,1893,57.25,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/810,No,Male,Cap,Wrestling Trunks,Weights,Black Boots,Beach,4
3348,1894,57.25,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3348,No,Female,Ponytail,Black Pants,Bat,None,Beach,3
4897,1895,57.25,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4897,No,Female,Ponytail,Black Pants,Bat,None,Beach,3
4973,1896,57.25,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4973,No,Female,Ponytail,Black Pants,Bat,None,Beach,3
4818,1897,57.24,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4818,No,Female,Short Hair,Jacket,Bat,Long Boots,Gym,4
4783,1898,57.24,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4783,No,Female,Headband,Jacket,Bat,Black Boots,UFC Ring,4
4056,1899,57.19,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4056,No,Female,Headband,Black Pants,Wrestling Gloves,Pink Long Boots,UFC Ring,4
3277,1900,57.14,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3277,No,Male,Bandana,Wrestling Uniform,Weights,None,Gym,3
4279,1901,57.11,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4279,No,Female,Headband,Wrestling Uniform,Bat,Black Boots,Beach,4
3837,1902,57.08,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3837,No,Female,Ponytail,Jacket,White Gloves,Pink Long Boots,Alley,4
6260,1903,57.06,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/6260,No,Female,Short Hair,Wrestling Uniform,None,Pink Long Boots,Dojo,3
1678,1904,57.05,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1678,No,Male,None,Wrestling Uniform,None,Shoes,Dojo,2
6100,1905,57.03,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/6100,No,Female,Undercut,Jacket,Wrestling Gloves,Pink Long Boots,Beach,4
5781,1906,57.03,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5781,No,Female,Headband,Jacket,Weights,Pink Long Boots,Alley,4
892,1907,57.03,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/892,No,Male,Cap,Wrestling Uniform,None,Shoes,Gym,3
2739,1908,57.02,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2739,No,Male,Long Hair,Muay Thai,Bandages,None,Ring,3
219,1909,57.01,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/219,No,Male,Cap,Tank Top,Boxing Gloves,Black Boots,Beach,4
1249,1910,57.01,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1249,No,Male,Cap,Tank Top,Boxing Gloves,Black Boots,Beach,4
5638,1911,57,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5638,No,Female,Pigfalls,Black Pants,White Gloves,Shoes,Beach,4
866,1912,57,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/866,No,Male,Bandana,Wrestling Trunks,Weights,Black Boots,Ring,4
2290,1913,57,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2290,No,Male,Bandana,Wrestling Trunks,Weights,Black Boots,Ring,4
2523,1914,57,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2523,No,Male,Bandana,Wrestling Trunks,Weights,Black Boots,Ring,4
1152,1915,56.99,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1152,No,Male,None,Muay Thai,Boxing Gloves,Black Boots,Dojo,3
1913,1916,56.95,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1913,No,Male,Undercut,Wrestling Trunks,Tattoo,None,Beach,3
5023,1917,56.95,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5023,No,Female,Undercut,Black Pants,Bandages,Pink Long Boots,UFC Ring,4
6004,1918,56.94,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/6004,No,Female,Headband,Jacket,Bandages,Shoes,UFC Ring,4
688,1919,56.94,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/688,No,Male,Cap,Wrestling Trunks,Weights,Socks,Ring,4
831,1920,56.94,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/831,No,Male,Cap,Wrestling Trunks,Weights,Socks,Ring,4
4273,1921,56.93,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4273,No,Female,Undercut,Black Pants,White Gloves,Shoes,Dojo,4
647,1922,56.93,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/647,No,Male,Undercut,Wrestling Uniform,Tattoo,Socks,Alley,4
3387,1923,56.92,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3387,No,Female,Headband,Wrestling Uniform,Bandages,Black Boots,Dojo,4
5389,1924,56.9,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5389,No,Female,Pigfalls,Black Pants,None,Pink Long Boots,UFC Ring,3
5423,1925,56.9,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5423,No,Female,Pigfalls,Black Pants,None,Pink Long Boots,UFC Ring,3
2197,1926,56.9,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2197,No,Male,Long Hair,Muay Thai,Boxing Gloves,Black Boots,Beach,4
2540,1927,56.89,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2540,No,Male,Cap,Wrestling Trunks,Weights,White Boots,Ring,4
5009,1928,56.88,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5009,No,Female,Undercut,Black Pants,Bat,Long Boots,Gym,4
6453,1929,56.88,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/6453,No,Female,Undercut,Black Pants,Bat,Long Boots,Gym,4
1789,1930,56.88,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1789,No,Male,None,Muay Thai,Boxing Gloves,Shoes,Beach,3
151,1931,56.85,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/151,No,Male,Undercut,Wrestling Uniform,Tattoo,White Boots,UFC Ring,4
5610,1932,56.81,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5610,No,Female,Short Hair,Fishnets,White Gloves,Shoes,Beach,4
5186,1933,56.8,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5186,No,Female,Undercut,Jacket,Bat,Long Boots,Ring,4
1884,1934,56.78,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1884,No,Male,Short Hair,Muay Thai,Tattoo,Black Boots,Ring,4
5378,1935,56.78,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5378,No,Female,None,Jacket,Bat,None,Gym,2
4690,1936,56.78,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4690,No,Female,Pigfalls,Fishnets,Wrestling Gloves,Black Boots,Alley,4
497,1937,56.78,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/497,No,Male,Undercut,Muay Thai,Bandages,Shoes,Ring,4
1617,1938,56.77,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1617,No,Male,None,Muay Thai,Bandages,None,UFC Ring,2
3253,1939,56.76,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3253,No,Male,Bandana,Tank Top,Boxing Gloves,Black Boots,Ring,4
3795,1940,56.74,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3795,No,Female,None,Wrestling Uniform,Wrestling Gloves,Long Socks,Dojo,3
2309,1941,56.71,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2309,No,Male,Cap,Tank Top,None,None,Alley,2
286,1942,56.69,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/286,No,Male,Cap,Tank Top,Boxing Gloves,Socks,Ring,4
1121,1943,56.69,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1121,No,Male,Cap,Tank Top,Boxing Gloves,Socks,Ring,4
1360,1944,56.69,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1360,No,Male,Cap,Tank Top,Boxing Gloves,Socks,Ring,4
5328,1945,56.68,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5328,No,Female,Headband,Fishnets,None,Long Socks,Alley,3
597,1946,56.67,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/597,No,Male,Cap,Tank Top,None,None,UFC Ring,2
2924,1947,56.67,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2924,No,Male,Cap,Tank Top,None,None,UFC Ring,2
6376,1948,56.67,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/6376,No,Female,Pigfalls,Fishnets,White Gloves,None,Alley,3
889,1949,56.65,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/889,No,Male,Cap,Tank Top,Boxing Gloves,White Boots,Ring,4
1082,1950,56.65,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1082,No,Male,Cap,Tank Top,Boxing Gloves,White Boots,Ring,4
2070,1951,56.65,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2070,No,Male,Cap,Tank Top,Boxing Gloves,White Boots,Ring,4
3044,1952,56.65,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3044,No,Male,Cap,Tank Top,Boxing Gloves,White Boots,Ring,4
3256,1953,56.65,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3256,No,Male,Undercut,Tank Top,Tattoo,White Boots,Gym,4
2036,1954,56.62,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2036,No,Male,None,Tank Top,Tattoo,None,Gym,2
126,1955,56.6,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/126,No,Male,Long Hair,Muay Thai,None,None,Alley,2
562,1956,56.56,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/562,No,Male,Long Hair,Muay Thai,None,None,UFC Ring,2
4868,1957,56.55,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4868,No,Female,Undercut,Black Pants,Bat,Long Socks,Ring,4
5821,1958,56.55,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5821,No,Female,Undercut,Black Pants,Bat,Long Socks,Ring,4
1820,1959,56.54,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1820,No,Male,Cap,Wrestling Trunks,None,None,Gym,2
759,1960,56.54,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/759,No,Male,Cap,Muay Thai,None,Black Boots,Ring,3
3029,1961,56.54,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3029,No,Male,Short Hair,Tank Top,Tattoo,Socks,Alley,4
3293,1962,56.51,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3293,No,Male,Short Hair,Tank Top,Tattoo,Socks,UFC Ring,4
2585,1963,56.5,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2585,No,Male,Short Hair,Tank Top,Tattoo,White Boots,Alley,4
798,1964,56.47,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/798,No,Male,Short Hair,Muay Thai,Boxing Gloves,None,Dojo,3
1425,1965,56.45,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1425,No,Male,Long Hair,Muay Thai,Weights,None,Beach,3
1413,1966,56.45,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1413,No,Male,None,Wrestling Uniform,Tattoo,Socks,Alley,3
6008,1967,56.44,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/6008,No,Female,Ponytail,Black Pants,None,Long Socks,Dojo,3
4582,1968,56.42,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4582,No,Female,Pigfalls,Black Pants,Bat,Black Boots,Ring,4
4435,1969,56.42,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4435,No,Female,Headband,Jacket,Bat,None,Gym,3
3741,1970,56.42,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3741,No,Female,Ponytail,Wrestling Uniform,Bat,None,Beach,3
412,1971,56.41,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/412,No,Male,None,Wrestling Uniform,Tattoo,Socks,UFC Ring,3
1910,1972,56.4,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1910,No,Male,None,Muay Thai,Bandages,Socks,Alley,3
4836,1973,56.4,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4836,No,Female,Headband,Jacket,None,None,Dojo,2
4132,1974,56.39,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4132,No,Female,None,Black Pants,Bat,Long Boots,Gym,3
3655,1975,56.38,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3655,No,Female,Headband,Wrestling Uniform,Wrestling Gloves,Pink Long Boots,Alley,4
589,1976,56.38,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/589,No,Male,Short Hair,Wrestling Trunks,Tattoo,Socks,Gym,4
1462,1977,56.38,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1462,No,Male,Short Hair,Wrestling Trunks,Tattoo,Socks,Gym,4
886,1978,56.38,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/886,No,Male,Cap,Wrestling Uniform,Weights,Socks,Gym,4
797,1979,56.36,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/797,No,Male,Long Hair,Wrestling Uniform,Tattoo,Black Boots,Ring,4
1421,1980,56.36,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1421,No,Male,Long Hair,Wrestling Uniform,Tattoo,Black Boots,Ring,4
1725,1981,56.36,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1725,No,Male,Long Hair,Wrestling Uniform,Tattoo,Black Boots,Ring,4
2889,1982,56.36,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2889,No,Male,Bandana,Tank Top,None,Black Boots,Alley,3
864,1983,56.34,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/864,No,Male,None,Wrestling Uniform,Tattoo,Shoes,Ring,3
2547,1984,56.34,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2547,No,Male,None,Wrestling Uniform,Tattoo,Shoes,Ring,3
3045,1985,56.33,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3045,No,Male,Short Hair,Wrestling Trunks,Tattoo,White Boots,Gym,4
2414,1986,56.33,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2414,No,Male,Bandana,Tank Top,None,Black Boots,UFC Ring,3
988,1987,56.31,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/988,No,Male,Long Hair,Muay Thai,Bandages,Black Boots,Ring,4
132,1988,56.31,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/132,No,Male,Bandana,Tank Top,Weights,None,Ring,3
765,1989,56.31,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/765,No,Male,Bandana,Tank Top,Weights,None,Ring,3
5250,1990,56.3,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5250,No,Female,Pigfalls,Jacket,White Gloves,Shoes,UFC Ring,4
5432,1991,56.3,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5432,No,Female,Pigfalls,Black Pants,Wrestling Gloves,Long Boots,Beach,4
5440,1992,56.3,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5440,No,Female,Pigfalls,Black Pants,Wrestling Gloves,Long Boots,Beach,4
5869,1993,56.3,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5869,No,Female,Pigfalls,Black Pants,Wrestling Gloves,Long Boots,Beach,4
156,1994,56.3,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/156,No,Male,Cap,Tank Top,None,Socks,Alley,3
3103,1995,56.3,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3103,No,Male,Cap,Tank Top,None,Socks,Alley,3
6197,1996,56.29,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/6197,No,Female,Pigfalls,Wrestling Uniform,Bat,None,Ring,3
1981,1997,56.26,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1981,No,Male,Cap,Tank Top,None,Socks,UFC Ring,3
2900,1998,56.26,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2900,No,Male,Cap,Tank Top,None,Socks,UFC Ring,3
3167,1999,56.26,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3167,No,Male,Cap,Tank Top,None,Socks,UFC Ring,3
4256,2000,56.24,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4256,No,Female,Short Hair,Fishnets,Bandages,Long Socks,Ring,4
5926,2001,56.24,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5926,No,Female,Undercut,Black Pants,Bat,Shoes,Ring,4
1452,2002,56.22,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1452,No,Male,Cap,Tank Top,None,White Boots,UFC Ring,3
4792,2003,56.2,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4792,No,Female,Ponytail,Fishnets,None,Long Boots,Beach,3
46,2004,56.18,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/46,No,Male,Long Hair,Muay Thai,None,Socks,Alley,3
2366,2005,56.16,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2366,No,Male,None,Tank Top,Tattoo,White Boots,Gym,3
3174,2006,56.16,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3174,No,Male,None,Wrestling Trunks,None,Socks,Dojo,2
2641,2007,56.15,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2641,No,Male,Long Hair,Muay Thai,None,Socks,UFC Ring,3
1758,2008,56.14,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1758,No,Male,Bandana,Wrestling Uniform,Boxing Gloves,None,Ring,3
2719,2009,56.14,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2719,No,Male,Bandana,Wrestling Uniform,Boxing Gloves,None,Ring,3
2621,2010,56.11,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2621,No,Male,None,Wrestling Trunks,None,White Boots,Dojo,2
979,2011,56.11,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/979,No,Male,Long Hair,Muay Thai,None,White Boots,UFC Ring,3
5862,2012,56.09,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5862,No,Female,Undercut,Fishnets,White Gloves,Long Socks,Alley,4
3845,2013,56.08,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3845,No,Female,Pigfalls,Fishnets,None,Long Boots,Ring,3
3357,2014,56.07,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3357,No,Female,Pigfalls,Wrestling Uniform,None,Pink Long Boots,UFC Ring,3
4578,2015,56.06,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4578,No,Female,None,Black Pants,Bat,Long Socks,Ring,3
2077,2016,56.04,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2077,No,Male,Long Hair,Wrestling Uniform,Boxing Gloves,None,Dojo,3
400,2017,56.03,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/400,No,Male,Long Hair,Tank Top,Bandages,Socks,UFC Ring,4
5274,2018,56.03,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5274,No,Female,Short Hair,Black Pants,Wrestling Gloves,Shoes,Dojo,4
578,2019,56.02,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/578,No,Male,Long Hair,Tank Top,Bandages,White Boots,Alley,4
978,2020,56.02,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/978,No,Male,Long Hair,Tank Top,Bandages,White Boots,Alley,4
5348,2021,56.01,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5348,No,Female,Headband,Black Pants,None,Long Boots,Dojo,3
1279,2022,55.93,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1279,No,Male,Undercut,Wrestling Trunks,Tattoo,Socks,Ring,4
2455,2023,55.89,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2455,No,Male,Undercut,Wrestling Trunks,Tattoo,White Boots,Ring,4
5205,2024,55.88,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5205,No,Female,Ponytail,Jacket,Bat,Black Boots,Alley,4
5169,2025,55.87,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5169,No,Female,Headband,Black Pants,Bat,None,UFC Ring,3
1359,2026,55.86,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1359,No,Male,None,Wrestling Trunks,Tattoo,None,Ring,2
844,2027,55.85,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/844,No,Male,Cap,Tank Top,Weights,Black Boots,Beach,4
1696,2028,55.84,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/1696,No,Male,None,Muay Thai,None,Shoes,UFC Ring,2
4640,2029,55.82,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4640,No,Female,Ponytail,Black Pants,Wrestling Gloves,Pink Long Boots,Alley,4
5737,2030,55.82,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5737,No,Female,Ponytail,Black Pants,Wrestling Gloves,Pink Long Boots,Alley,4
3646,2031,55.79,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3646,No,Female,Ponytail,Black Pants,Wrestling Gloves,Pink Long Boots,UFC Ring,4
3765,2032,55.78,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/3765,No,Female,Short Hair,Jacket,White Gloves,Long Boots,Dojo,4
2326,2033,55.76,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/2326,No,Male,Short Hair,Muay Thai,Boxing Gloves,Black Boots,Dojo,4
0,2034,55.76,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/0,No,Male,None,Wrestling Trunks,Tattoo,Black Boots,Beach,3
5833,2035,55.75,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/5833,No,Female,None,Black Pants,Bat,Shoes,Ring,3
4842,2036,55.74,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4842,No,Female,None,Black Pants,Wrestling Gloves,Long Boots,Dojo,3
6370,2037,55.72,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/6370,No,Female,Headband,Jacket,Bandages,Long Socks,Gym,4
4291,2038,55.71,QmSqwxNFMeFtgdCnjBTTixx46Wi6TH9FtQ5jAp98JnAoeR/4291,No,Female,Undercut,Wrestling Uniform,Bat,Long Socks,Ring,4
