id,nft_rank,rarity score,img_url,is_one_of_one,base_color,spots,tire_color,window_color,tip_color,lights_color,door_color,wheel_color,background,trait_count
5253,1558,93.48,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5253,No,Yellow,Three Spots,Green,None,Red,Yellow,None,Red,Sakura,5
7460,1559,93.48,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7460,No,Rotten,Two Spots,Blue,Red,Red,Cyan,Cyan,Green,Night,7
2410,1560,93.47,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2410,No,Yellow,Two Spots,None,Black,Blue,Yellow,Pink,Black,Night,6
98,1561,93.47,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/98,No,Yellow,None,None,None,Blue,Pink,Black,Red,Night,4
7459,1562,93.46,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7459,No,Yellow,None,None,Black,Red,Cyan,Pink,Green,Jungle,5
6057,1563,93.44,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6057,No,Yellow,Two Spots,Blue,None,None,Pink,Black,None,Fall,4
6546,1564,93.4,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6546,No,Yellow,Single Spot,Green,None,None,Pink,Green,Black,Fall,5
9260,1565,93.4,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9260,No,Rotten,Three Spots,Blue,Red,Purple,Orange,Blue,Green,Jungle,7
901,1566,93.39,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/901,No,Yellow,Single Spot,Cyan,Red,Orange,Blue,None,Yellow,Night,6
6016,1567,93.38,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6016,No,Green,Single Spot,Green,None,Green,Yellow,None,Black,Sakura,5
8054,1568,93.38,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8054,No,Rotten,None,White,Green,None,Yellow,Purple,Black,Sakura,5
8784,1569,93.35,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8784,No,Yellow,None,Green,None,Pink,Orange,None,Red,Jungle,4
8141,1570,93.33,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8141,No,Rotten,Two Spots,Green,Purple,Green,Blue,Red,Black,Jungle,7
8102,1571,93.32,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8102,No,Yellow,Big Spot,None,Blue,None,Blue,Blue,Red,Sakura,5
4407,1572,93.31,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4407,No,Yellow,Banana Spot,White,Black,Blue,None,Purple,Green,Jungle,6
8111,1573,93.3,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8111,No,Yellow,Small Spots,Green,Purple,Orange,Orange,Purple,Red,Jungle,7
432,1574,93.29,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/432,No,Yellow,None,None,Green,Cyan,Yellow,None,Black,Sakura,4
9456,1575,93.28,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9456,No,Yellow,Single Spot,None,None,Blue,Red,Pink,Black,Fall,5
6325,1576,93.22,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6325,No,Yellow,Big Spot,Green,Blue,Blue,Green,Red,Red,Night,7
5621,1577,93.22,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5621,No,Yellow,Three Spots,None,Red,None,Cyan,Black,Yellow,Snow,5
2706,1578,93.21,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2706,No,Rotten,None,Blue,Pink,Red,Yellow,Black,None,Fall,5
2165,1579,93.16,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2165,No,Rotten,Small Spots,Orange,None,Orange,Orange,None,Blue,Snow,5
9517,1580,93.16,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9517,No,Yellow,None,None,None,None,Red,Pink,Blue,Jungle,3
6302,1581,93.14,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6302,No,Yellow,None,None,None,Red,None,Pink,Black,Jungle,3
209,1582,93.13,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/209,No,Yellow,None,None,Black,None,Orange,None,Pink,Jungle,3
640,1583,93.08,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/640,No,Green,Big Spot,Cyan,None,Purple,Cyan,Purple,Green,Sunset,6
4095,1584,93.07,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4095,No,Yellow,Three Spots,Pink,None,None,Yellow,None,Red,Night,4
8339,1585,93.06,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8339,No,Yellow,None,None,Green,None,None,Black,None,Sunset,2
5061,1586,93.05,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5061,No,Yellow,Two Spots,Pink,Blue,Red,None,Black,Black,Fall,6
5228,1587,93.03,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5228,No,Rotten,None,None,Blue,Pink,Cyan,Black,Black,Jungle,5
7144,1588,93.03,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7144,No,Yellow,Small Spots,Red,Purple,Purple,None,None,Yellow,Fall,5
7858,1589,92.98,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7858,No,Yellow,None,None,None,Purple,None,None,Black,Fall,2
624,1590,92.98,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/624,No,Rotten,Single Spot,None,Black,Pink,Blue,None,Blue,Sunset,5
1058,1591,92.96,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1058,No,Rotten,None,None,None,None,Cyan,None,Red,Jungle,2
556,1592,92.95,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/556,No,Yellow,Two Spots,Pink,Black,Green,Green,None,Blue,Jungle,6
7803,1593,92.92,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7803,No,Yellow,None,None,Blue,None,Pink,None,Blue,Sunset,3
5181,1594,92.91,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5181,No,Yellow,Banana Spot,Cyan,None,None,None,Green,Blue,Fall,4
3372,1595,92.91,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3372,No,Yellow,Banana Spot,Green,None,Green,Orange,Blue,Red,Fall,6
5869,1596,92.88,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5869,No,Rotten,None,None,None,None,None,Black,Blue,Night,2
2595,1597,92.87,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2595,No,Yellow,Single Spot,Blue,None,None,Orange,Purple,Red,Sakura,5
6611,1598,92.86,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6611,No,Yellow,Two Spots,None,Blue,Purple,None,Green,Blue,Sakura,5
6678,1599,92.86,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6678,No,Yellow,None,None,Green,Orange,Yellow,None,Pink,Jungle,4
2460,1600,92.85,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2460,No,Yellow,Three Spots,None,Pink,Green,Blue,Black,None,Jungle,5
4568,1601,92.85,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4568,No,Yellow,Two Spots,Pink,Blue,Red,Yellow,None,Blue,Night,6
577,1602,92.83,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/577,No,Yellow,None,Pink,None,Orange,None,Black,Blue,Sunset,4
7184,1603,92.79,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7184,No,Yellow,Big Spot,Blue,Purple,Cyan,Red,Green,Black,Fall,7
8575,1604,92.76,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8575,No,Yellow,Single Spot,None,None,Red,Blue,Pink,Blue,Fall,5
4369,1605,92.75,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4369,No,Yellow,Two Spots,None,Blue,Blue,Yellow,Pink,Blue,Jungle,6
876,1606,92.75,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/876,No,Rotten,Single Spot,None,None,Blue,Pink,Blue,Black,Jungle,5
6207,1607,92.75,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6207,No,Yellow,Single Spot,Cyan,Red,None,Orange,Purple,Cyan,Sunset,6
8427,1608,92.74,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8427,No,Green,Three Spots,None,Black,Green,Yellow,None,Black,Sakura,5
8748,1609,92.71,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8748,No,Yellow,Three Spots,None,Black,Green,Yellow,Pink,Blue,Jungle,6
1997,1610,92.7,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1997,No,Yellow,Single Spot,Green,None,Green,None,Pink,Black,Jungle,5
8272,1611,92.69,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8272,No,Green,None,Blue,Red,Cyan,Cyan,Purple,Black,Jungle,6
8998,1612,92.69,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8998,No,Yellow,Small Spots,None,None,None,None,None,Blue,Jungle,2
2085,1613,92.67,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2085,No,Yellow,Banana Spot,Blue,Black,None,Blue,Blue,Green,Night,6
3643,1614,92.66,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3643,No,Yellow,Single Spot,Pink,None,Purple,Red,None,Blue,Jungle,5
7300,1615,92.65,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7300,No,Yellow,Two Spots,Pink,None,None,None,None,Blue,Fall,3
8525,1616,92.64,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8525,No,Yellow,Big Spot,None,Blue,Red,Pink,None,Blue,Jungle,5
6404,1617,92.63,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6404,No,Yellow,Single Spot,Green,Blue,Cyan,Orange,Red,Green,Sunset,7
8816,1618,92.61,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8816,No,Yellow,None,None,Blue,Purple,Blue,Black,Blue,Sakura,5
7424,1619,92.61,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7424,No,Yellow,Single Spot,White,Black,Green,Yellow,Green,Blue,Sakura,7
2707,1620,92.59,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2707,No,Yellow,Banana Spot,Blue,Black,Orange,None,Cyan,Blue,Jungle,6
8611,1621,92.57,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8611,No,Yellow,Three Spots,White,Black,None,Pink,None,None,Jungle,4
6857,1622,92.57,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6857,No,Yellow,None,None,Blue,None,Yellow,Green,Pink,Sunset,4
5592,1623,92.57,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5592,No,Yellow,Banana Spot,Green,None,Green,Cyan,Black,Black,Night,6
1125,1624,92.55,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1125,No,Yellow,Single Spot,None,Blue,Pink,Blue,Black,Blue,Fall,6
6461,1625,92.54,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6461,No,Yellow,Single Spot,Blue,Pink,None,Blue,Cyan,Black,Jungle,6
7954,1626,92.52,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7954,No,Yellow,Big Spot,Blue,Purple,Blue,Green,None,None,Snow,5
1750,1627,92.51,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1750,No,Yellow,Three Spots,Green,Purple,Green,Red,Black,Cyan,Jungle,7
5495,1628,92.5,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5495,No,Rotten,Single Spot,White,None,Pink,Orange,None,Black,Fall,5
458,1629,92.45,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/458,No,Yellow,Single Spot,None,Pink,Blue,None,Purple,None,Jungle,4
7930,1630,92.41,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7930,No,Yellow,Single Spot,None,Red,Green,Cyan,Red,Cyan,Night,6
3921,1631,92.39,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3921,No,Yellow,Single Spot,Red,Pink,None,Red,Black,Blue,Sunset,6
1248,1632,92.39,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1248,No,Yellow,Single Spot,Green,Pink,Orange,Orange,None,Blue,Jungle,6
4878,1633,92.39,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4878,No,Yellow,Two Spots,Orange,None,Red,None,Red,None,Snow,4
800,1634,92.38,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/800,No,Rotten,Single Spot,White,Black,Pink,Red,None,Blue,Jungle,6
1492,1635,92.36,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1492,No,Yellow,Big Spot,Blue,None,Blue,Cyan,Blue,Yellow,Snow,6
7477,1636,92.35,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7477,No,Yellow,Single Spot,None,None,None,None,Green,None,Sunset,2
8661,1637,92.33,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8661,No,Yellow,None,Green,None,Red,Yellow,Pink,Blue,Jungle,5
467,1638,92.32,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/467,No,Rotten,None,None,None,Green,Yellow,None,None,Jungle,2
1038,1639,92.32,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1038,No,Rotten,Single Spot,White,Black,Pink,None,Black,Black,Fall,6
3824,1640,92.31,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3824,No,Yellow,Small Spots,Cyan,Purple,Cyan,Red,None,Red,Jungle,6
2262,1641,92.28,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2262,No,Yellow,None,White,Pink,None,Orange,None,None,Fall,3
7797,1642,92.28,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7797,No,Yellow,None,White,None,None,Blue,Pink,Black,Fall,4
9424,1643,92.25,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9424,No,Yellow,Single Spot,None,None,None,Blue,None,None,Sunset,2
9237,1644,92.23,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9237,No,Yellow,Single Spot,None,Green,None,Orange,Pink,Green,Jungle,5
8275,1645,92.19,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8275,No,Yellow,Single Spot,Blue,Pink,None,Orange,Green,Blue,Night,6
6476,1646,92.18,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6476,No,Yellow,None,Green,None,Green,Yellow,Pink,Blue,Jungle,5
726,1647,92.17,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/726,No,Yellow,Three Spots,Cyan,Black,None,Red,Black,Cyan,Snow,6
5280,1648,92.15,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5280,No,Yellow,None,None,None,Blue,None,None,Green,Jungle,2
1126,1649,92.14,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1126,No,Rotten,None,None,None,None,None,Black,Green,Jungle,2
6163,1650,92.14,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6163,No,Yellow,None,Blue,Black,Pink,Yellow,Blue,None,Fall,5
3189,1651,92.09,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3189,No,Rotten,Banana Spot,None,None,None,Yellow,Purple,Green,Night,4
3089,1652,92.09,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3089,No,Yellow,Banana Spot,White,None,Red,Cyan,Cyan,Red,Jungle,6
1181,1653,92.09,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1181,No,Yellow,Single Spot,Red,None,None,Yellow,None,Pink,Jungle,4
8585,1654,92.08,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8585,No,Yellow,None,Red,Pink,None,Blue,None,Black,Sunset,4
1136,1655,92.08,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1136,No,Yellow,Small Spots,None,None,None,Yellow,None,Blue,Sakura,3
1897,1656,92.07,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1897,No,Yellow,None,None,None,Orange,Red,None,Black,Sakura,3
7049,1657,92.07,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7049,No,Yellow,Single Spot,White,Pink,Green,Cyan,Black,None,Sunset,6
8600,1658,92.07,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8600,No,Yellow,Single Spot,None,Black,Green,Pink,Blue,Red,Night,6
6181,1659,92.06,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6181,No,Yellow,Single Spot,None,None,Green,Red,None,None,Sakura,3
4759,1660,92.04,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4759,No,Yellow,None,None,None,None,Red,Black,None,Sunset,2
172,1661,92.04,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/172,No,Yellow,Single Spot,Green,Pink,Red,Cyan,None,None,Jungle,5
1614,1662,92.01,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1614,No,Yellow,None,None,Black,None,Cyan,None,None,Sunset,2
881,1663,91.99,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/881,No,Yellow,Banana Spot,None,Black,Purple,Blue,Blue,Green,Jungle,6
1007,1664,91.97,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1007,No,Yellow,Small Spots,Blue,Black,Green,Red,Cyan,Red,Snow,7
5648,1665,91.95,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5648,No,Yellow,Single Spot,Red,Green,Green,Yellow,None,Black,Sakura,6
6679,1666,91.93,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6679,No,Rotten,Two Spots,White,Black,None,Green,Black,Black,Sakura,6
7119,1667,91.9,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7119,No,Rotten,None,None,Black,Green,Yellow,Pink,Black,Sunset,5
451,1668,91.89,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/451,No,Yellow,Small Spots,Red,Red,Red,Yellow,Green,Green,Sunset,7
3542,1669,91.85,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3542,No,Yellow,Three Spots,None,None,None,Yellow,Pink,Blue,Sunset,4
2522,1670,91.85,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2522,No,Rotten,None,None,None,None,Red,None,Red,Jungle,2
4871,1671,91.79,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4871,No,Rotten,Banana Spot,White,Blue,Blue,Yellow,None,None,Fall,5
7579,1672,91.77,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7579,No,Rotten,Big Spot,Cyan,None,None,Orange,Red,Yellow,Jungle,5
9044,1673,91.77,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9044,No,Rotten,Two Spots,None,Black,None,None,Pink,Black,Fall,4
3868,1674,91.76,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3868,No,Yellow,Big Spot,White,Pink,None,Blue,None,None,Jungle,4
8650,1675,91.76,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/8650,No,Rotten,Three Spots,None,Red,Cyan,Blue,Black,Green,Night,6
2274,1676,91.73,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2274,No,Rotten,Banana Spot,None,Purple,None,Yellow,Black,Black,Sunset,5
3519,1677,91.73,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/3519,No,Yellow,Single Spot,Blue,Red,Red,Cyan,Green,Yellow,Fall,7
6043,1678,91.72,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6043,No,Yellow,None,None,Green,None,Yellow,None,None,Night,2
6041,1679,91.72,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6041,No,Yellow,None,None,Black,Pink,None,None,Green,Jungle,3
2543,1680,91.7,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2543,No,Yellow,Banana Spot,Red,Green,None,Yellow,Green,Black,Fall,6
5149,1681,91.69,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5149,No,Rotten,Banana Spot,Blue,None,None,Orange,Green,Blue,Fall,5
5893,1682,91.64,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5893,No,Yellow,Single Spot,None,Blue,Blue,Pink,Blue,Black,Jungle,6
4699,1683,91.64,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4699,No,Yellow,Three Spots,Orange,Blue,Red,Orange,Red,Red,Jungle,7
7306,1684,91.62,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7306,No,Yellow,Single Spot,Blue,Purple,Purple,Orange,Black,Yellow,Night,7
2419,1685,91.59,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2419,No,Rotten,Single Spot,Blue,Blue,Orange,Red,Purple,Yellow,Night,7
4166,1686,91.59,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4166,No,Yellow,None,None,Green,None,None,Blue,None,Jungle,2
7752,1687,91.58,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7752,No,Yellow,Single Spot,White,Black,Green,Green,None,Green,Sakura,6
5999,1688,91.57,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5999,No,Yellow,Two Spots,Blue,Purple,Cyan,Yellow,Black,Cyan,Jungle,7
5348,1689,91.56,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/5348,No,Yellow,Two Spots,None,Black,Orange,None,None,Pink,Jungle,4
890,1690,91.55,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/890,No,Yellow,Single Spot,None,Black,Green,Blue,Pink,Blue,Jungle,6
1484,1691,91.53,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/1484,No,Yellow,Three Spots,None,Black,Green,Yellow,None,Pink,Jungle,5
7415,1692,91.52,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7415,No,Yellow,Single Spot,Blue,Pink,None,Orange,Green,Black,Night,6
2957,1693,91.51,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2957,No,Yellow,Two Spots,Pink,Black,None,Orange,Blue,Blue,Fall,6
762,1694,91.49,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/762,No,Green,None,Green,Blue,Purple,Orange,Purple,Yellow,Fall,6
6929,1695,91.48,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/6929,No,Yellow,Single Spot,White,None,Blue,Pink,None,Green,Jungle,5
4908,1696,91.45,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/4908,No,Yellow,Banana Spot,None,None,Green,Blue,Green,Green,Night,5
185,1697,91.4,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/185,No,Yellow,Single Spot,White,None,None,Blue,Pink,Black,Sunset,5
7713,1698,91.4,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7713,No,Yellow,Banana Spot,Green,None,Red,Orange,Green,Blue,Jungle,6
7162,1699,91.4,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/7162,No,Yellow,Two Spots,White,Purple,Blue,Green,Black,Cyan,Night,7
2771,1700,91.39,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/2771,No,Yellow,Single Spot,None,None,Pink,Orange,Green,None,Jungle,4
9511,1701,91.37,QmVjjJJ7XQKRbM5uBmDtTP9r22UZC1Wv55AT9p4yGecHpP/9511,No,Green,Single Spot,Blue,Black,Green,Blue,Cyan,Cyan,Night,7
